family,section_ref,chapter,ledger_status,body,in_v1,category,title
SBC-801,2808,28,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"2808"
SBC-801,2809,28,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"2809"
SBC-801,2904,29,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"2904"
SBC-801,2906.4,29,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"2906.4"
SBC-801,3103,31,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"3103"
SBC-801,3103.2,31,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"3103.2"
SBC-801,3103.3,31,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"3103.3"
SBC-801,3105,31,PRESENT_BUT_NOT_CANONICAL,stub,yes,FRONTMATTER_ONLY_OR_STUB,"3105"
SBC-801,3106,31,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"3106"
SBC-801,3201.3,32,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"3201.3"
SBC-801,3202,32,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"3202"
SBC-801,3203,32,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"3203"
SBC-801,3206.10,32,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"3206.10"
SBC-801,3209.4,32,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"3209.4"
SBC-801,3305,33,PRESENT_BUT_NOT_CANONICAL,stub,yes,FRONTMATTER_ONLY_OR_STUB,"3305"
SBC-801,3503,35,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"3503"
SBC-801,3503.3,35,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"3503.3"
SBC-801,3510,35,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"3510"
SBC-801,3705,37,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"3705"
SBC-801,5001.1,50,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5001.1"
SBC-801,5003.2.1,50,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5003.2.1"
SBC-801,5003.5,50,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5003.5"
SBC-801,5003.8.2,50,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5003.8.2"
SBC-801,5003.8.3,50,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5003.8.3"
SBC-801,5003.8.3.5,50,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5003.8.3.5"
SBC-801,5003.8.5,50,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5003.8.5"
SBC-801,5003.9.10,50,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5003.9.10"
SBC-801,5003.11,50,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5003.11"
SBC-801,5004,50,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5004"
SBC-801,5101.4,51,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5101.4"
SBC-801,5103,51,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5103"
SBC-801,5104.4,51,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5104.4"
SBC-801,5303.5.3,53,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5303.5.3"
SBC-801,5307.4,53,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5307.4"
SBC-801,5307.4.3,53,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5307.4.3"
SBC-801,5601.1,56,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5601.1"
SBC-801,5601.2.3,56,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5601.2.3"
SBC-801,5601.4,56,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5601.4"
SBC-801,5602,56,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5602"
SBC-801,5604,56,PRESENT_BUT_NOT_CANONICAL,stub,yes,FRONTMATTER_ONLY_OR_STUB,"5604"
SBC-801,5604.5.1.3,56,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5604.5.1.3"
SBC-801,5605.1,56,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5605.1"
SBC-801,5605.3,56,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5605.3"
SBC-801,5606,56,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5606"
SBC-801,5606.4,56,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5606.4"
SBC-801,5608,56,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5608"
SBC-801,5608.9,56,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5608.9"
SBC-801,5703.6.2,57,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5703.6.2"
SBC-801,5704.2.7,57,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5704.2.7"
SBC-801,5704.3.4.1,57,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5704.3.4.1"
SBC-801,5704.3.8,57,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5704.3.8"
SBC-801,5706,57,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5706"
SBC-801,5706.5,57,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5706.5"
SBC-801,5706.5.4.5,57,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5706.5.4.5"
SBC-801,5707,57,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5707"
SBC-801,5807,58,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5807"
SBC-801,5906,59,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"5906"
SBC-801,6004.2.2.10,60,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"6004.2.2.10"
SBC-801,6005,60,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"6005"
SBC-801,6301.1,63,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"6301.1"
SBC-801,6304.2.1.1,63,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"6304.2.1.1"
